title,description,Vendor,Product Category,Tags,Variant SKU,Image Src,Variant weight,Variant Weight Unit,Brand
"CeraVe PM Facial Moisturizing Lotion for Nighttime - 2Oz","<p class='product-details__main-benefit'><strong>Night cream with niacinamide</strong></p>
<div class='product-details__description'>
<p class='product-details__description'>Your skin needs moisture around the clock, but it may need other things too—like soothing. With a night cream containing niacinamide, which can help calm the skin while you sleep, plus hyaluronic acid and ceramides, you can help your skin hold on to moisture and restore the skin's barrier all while you sleep. CeraVe PM Facial Moisturizing Lotion is formulated with all three of these ingredients and won’t clog pores or cause acne flare-ups.</p>
<p class='product-details__description'>CeraVe PM Facial Moisturizer features three essential ceramides, hyaluronic acid and niacinamide in an oil-free, non-comedogenic formula that can hydrate and calm the skin while helping to restore the skin’s natural barrier. This rich, yet lightweight night cream uses our patented MVE Delivery Technology to deliver a steady stream of much-needed moisture throughout the night.</p>
<p class='product-details__description'>Suitable for normal to oily skin.</p>
<p class='product-details__description'><strong>HOW TO USE</strong>:</p>
<ul>
<li>Unlock the pump for first time use by twisting it to the left and pressing down several times until the product comes out.&nbsp;<em>Note: You may actually have to press down on the pump as many as 10-20 times to initially begin dispensing lotion.</em></li>
<li>Apply liberally to the face and neck at night, or as directed by a physician</li>
</ul>
</div>","Glamazle","Makeup","Makeup,face,eyeliner","3606000534711","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product//g/u/guest_1b2505d1-cb74-447b-aa53-5761667bf5f8.jpg","50","g","CeraVe"
"CeraVe SA Moisturizing Body Cream for Rough and Bumpy Skin - 16oz","<p>A&nbsp;<strong>salicylic acid cream</strong>&nbsp;is an effective way to&nbsp;<strong>improve skin texture</strong>&nbsp;by exfoliating, softening and smoothing very dry skin. From&nbsp;scaly&nbsp;skin on the legs to bumps on the backs of the arms (and all rough skin in between), smooth skin starts with eliminating dead cells. The ideal&nbsp;<strong>cream for rough skin&nbsp;</strong>contains salicylic acid and lactic acid for gentle exfoliation, hydrating&nbsp;hyaluronic acid, calming&nbsp;niacinamide&nbsp;and barrier-strengthening&nbsp;ceramides&nbsp;to help prevent further moisture loss. We recommend a hypoallergenic, non-irritating moisturizer like CeraVe Cream for&nbsp;rough and bumpy skin&nbsp;to help&nbsp;<strong>improve skin texture</strong>&nbsp;without unwanted side effects.</p>
<p>CeraVe SA Cream for&nbsp;rough and bumpy skin&nbsp;is formulated to effectively smooth and soothe very dry skin. Designed to&nbsp;<strong>improve skin texture</strong>&nbsp;with exfoliating salicylic acid and lactic acid, this&nbsp;<strong>cream for rough skin</strong>&nbsp;also hydrates with hyaluronic acid as it comforts the skin with niacinamide and restores the skin’s natural barrier with three essential ceramides. This potent&nbsp;<strong>cream for bumpy skin</strong>&nbsp;also features patented MVE Delivery Technology for continual release of exfoliating and hydrating ingredients, and the non-irritating&nbsp;<strong>salicylic acid cream</strong>&nbsp;formula is gentle on the skin.</p>
<ul>
<li>Moisturizes, exfoliates and softens dry,&nbsp;rough and bumpy skin</li>
<li><strong>Salicylic acid</strong>&nbsp;and lactic acid gently eliminate dead skin cells</li>
<li>Enriched with vitamin D</li>
<li>MVE Technology: This patented delivery system continually releases moisturizing ingredients for 24-hour hydration</li>
<li>Ceramides: Essential for healthy skin, ceramides help restore and maintain the skin’s natural barrier</li>
<li>Hyaluronic acid: This ingredient attracts hydration to the skin’s surface and helps the skin retain moisture</li>
<li>Niacinamide: Helps a compromised skin barrier while improving the appearance of the skin</li>
<li>Non-comedogenic, hypoallergenic, fragrance-free, dye-free and non-irritating</li>
</ul>
<p>&nbsp;</p>
<p>How to Use -&nbsp;</p>
<ul>
<li>Apply liberally as often as needed, or as directed by a physician</li>
<li>Use sunscreen or other sun protection to prevent sun sensitivity while using this product</li>
<li>Discontinue use if there is any irritation or burning</li>
</ul>","Glamazle","Makeup","Makeup,face,eyeliner","3606000535039","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product//8/1/81tvifmhqdl._sl1500_.jpg","50","g","CeraVe"
"CeraVe Hydrating Sunscreen Broad Spectrum SPF50 - BODY","<p>Protect your skin from the sun's damaging rays without irritation. CeraVe Hydrating Mineral Sunscreen Body Lotion with Broad Spectrum SPF 50 is a 100%-mineral sunscreen with titanium dioxide and zinc oxide that forms a protective barrier on your skin to help reflect UVA and UVB rays without irritating sensitive skin. Ideal for daily use, it also has three essential ceramides that help restore the skin’s natural barrier and lock in moisture.&nbsp;</p>
<p><strong>Benefits:&nbsp;</strong></p>
<ul>
<li>100% mineral sunscreen to reflect the sun’s rays.</li>
<li>Three essential ceramides help restore skin’s natural barrier and lock in moisture.</li>
<li><strong>Hyaluronic acid</strong>: Helps retain skin’s natural moisture.</li>
<li>Allergy tested, oil-free, non-comedogenic and suitable for sensitive skin.</li>
<li>Fragrance-free and paraben-free to be gentle on the skin.</li>
</ul>
<p><strong>How To Use</strong>:</p>
<ul>
<li>Apply CeraVe Sunscreen Body Lotion SPF 50 liberally 15 minutes before sun exposure.</li>
<li>Reapply at least every 2 hours and immediately after towel drying.</li>
<li>Use a water resistant sunscreen if swimming or sweating.</li>
<li>Children under 6 months of age: ask a doctor.</li>
</ul>
<p><strong>Application Tips:&nbsp;</strong>Mineral-based UV filters form a protective barrier to help reflect UV rays away from the skin’s surface. Because the ingredients in a mineral sunscreen stay on the surface of the skin to help protect it, a white cast can sometimes remain after applying the product</p>","Glamazle","Makeup","Makeup,face,eyeliner","3606000514911","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product//s/u/sun-body-spf-50_tube_front-2021-700x875-v1alt.jpg","50","g","CeraVe"
"Cerave Hydrating Ultra Gentle Micellar Water10.0fl oz","<p class='product-details__description'>A micellar water cleanser is an ultra-gentle way to remove excess oil, dirt and makeup without having to rinse. CeraVe Hydrating Micellar Water with ceramides and niacinamide helps calm your skin without disrupting the protective skin barrier. Our new, ophthalmologist-tested formula is also suitable for sensitive eyes while removing your mascara or other makeup. Our gentle micellar water is also non-comedogenic, fragrance-free and paraben-free.</p>
<p class='product-details__description'><strong>Benefits</strong>:&nbsp;</p>
<ul>
<li>3-in-1 formula cleanses, hydrates and removes makeup without disrupting the skin barrier</li>
<li>Removes face and eye makeup</li>
<li>Ophthalmologist-tested, suitable for sensitive eyes</li>
<li><strong>Ceramides</strong>: Help restore and maintain the skin’s natural barrier</li>
<li><strong>Niacinamide</strong>: Helps calm the skin</li>
<li>Non-comedogenic, fragrance-free and paraben-free</li>
</ul>
<p><strong>How To Use</strong>:</p>
<ul>
<li>Shake well</li>
<li>Saturate a cotton pad</li>
<li><strong>To remove eye makeup</strong>: Hold pad over closed eye for a few seconds, then gently wipe without harsh rubbing</li>
<li><strong>To cleanse skin and remove face makeup</strong>: Gently wipe pad over skin until completely free of makeup and impurities</li>
<li>Use in the morning and evening</li>
</ul>","Glamazle","Makeup","Makeup,face,eyeliner","3606000538184","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product//h/y/hydrating-micellar-water-front-700x875-v1.jpg","50","g","CeraVe"
"CeraVe Baby Moisturizing Cream","<p class='product-details__description'>CeraVe Baby Moisturizing Cream is developed with pediatric dermatologists to provide comforting all-day moisture, which is important for baby’s skin. Our baby cream formula has three essential ceramides&nbsp;that help maintain the skin’s natural protective barrier in addition to ingredients like fatty acids and cholesterol pediatric dermatologists recommend. Formulated to deliver up to 24 hours of moisture, our fragrance-free, paraben-free and dye-free baby cream formula provides your baby’s skin with gentle hydration.</p>
<p class='product-details__description'><strong>Benefits</strong>:</p>
<ul>
<li>Developed with pediatric dermatologists to be gentle on baby's delicate skin while helping to maintain baby’s protective skin barrier</li>
<li><strong>Ceramides</strong>: Help restore and maintain the skin’s natural barrier</li>
<li><strong>Hyaluronic acid</strong>: Helps retain the skin’s natural moisture all day</li>
<li>Formula is free of parabens, phthalates, dyes and fragrance</li>
<li>Accepted by the National Eczema Association and suitable for babies, toddlers and children with eczema-prone skin</li>
</ul>
<p><strong>How To Use</strong>:&nbsp;</p>
<ul>
<li>Apply baby cream liberally as often as needed, or as directed by a physician.</li>
<li>Avoid contact with eyes.</li>
<li>In case of eye contact, rinse immediately and thoroughly.</li>
<li>Keep out of reach of children. Do not swallow.</li>
</ul>","Glamazle","Makeup","Makeup,face,eyeliner","360600056031","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product//5/1/51r0picwuyl._ac_sl1000_.jpg","50","g","CeraVe"
"CeraVe Hydrating Cream-to-Foam Cleanser 12 Floz","<p class='product-details__description'>Facial cleansers&nbsp;are designed to remove dirt, oil, pollution, daily sunscreen and makeup, but it’s important to choose a formula that addresses the needs of specific skin types without disrupting the skin’s natural barrier. Those with&nbsp;dry skin&nbsp;can enjoy the benefits of both a&nbsp;cream cleanser&nbsp;that hydrates and&nbsp;foaming&nbsp;formula that provides a refreshing skin feel—without having to choose between the two.</p>
<p class='product-details__description'>Developed with dermatologists, CeraVe Hydrating Cream-to-Foam Cleanser begins as a cream before transforming to a soft foam when you begin to lather it on the skin with water, and effectively removes dirt and makeup without stripping the skin’s natural moisture or leaving it feeling tight and dry. This gentle, fragrance-free formula features three essential&nbsp;ceramides, amino acids and&nbsp;hyaluronic acid, which work together to help maintain the skin barrier and lock in moisture.</p>
<div class='accordion__title'>
<p><strong>BENEFITS</strong></p>
</div>
<div id='accordion-benefits-9844' class='accordion__content'>
<ul>
<li>Amino acid-based surfactant: This mild cleansing ingredient transforms the cream face wash into a delicate foam that gently yet effectively removes dirt, oil and makeup</li>
<li>Ceramides: Help restore and maintain the skin’s natural barrier</li>
<li>Hyaluronic acid: Helps retain skin’s natural moisture</li>
<li>Amino acids: Help support skin's Natural Moisturizing Factors (NMF), known to attract and retain moisture.</li>
<li>MVE Technology: This patented delivery system continually releases moisturizing ingredients over time</li>
<li>Suitable for normal-to-dry skin, sensitive skin and contact lens wearers</li>
<li>Non-comedogenic, fragrance-free, allergy-tested and pH balanced</li>
<li>Developed with dermatologists</li>
</ul>
<div class='accordion__title'>
<p><strong>HOW TO USE</strong></p>
</div>
<div id='accordion-how-to-use-976' class='accordion__content'>
<ul>
<li>Wet skin with lukewarm water</li>
<li>Massage cleanser into skin in a gentle, circular motion</li>
<li>Rinse well</li>
<li>Avoid direct contact with eyes</li>
<li>If contact occurs, rinse thoroughly with water</li>
</ul>
</div>
</div>","Glamazle","Makeup","Makeup,face,eyeliner","3606000559998","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product//g/u/guest_ce249fa5-d1d1-4108-aa27-ea2db98a975c.jpg","50","g","CeraVe"
"CeraVe Hydrating Toner for Face, Alcohol Free Facial Toner","<p class='product-details__description'>Facial toners are used after cleansers to help remove any residue left after cleansing. CeraVe’s Hydrating Toner, our first ever pH balanced and non-drying toner for the face, helps skin feel energized while moisturizing and helping restore the protective skin barrier. The fast-absorbing hydrating toner softens and helps smooth dry skin while locking in moisture for refreshed, healthy-looking skin.</p>
<p class='product-details__description'>Developed with dermatologists, CeraVe Hydrating Toner, with&nbsp;ceramides, hyaluronic acid, and niacinamide, helps restore the skin’s natural protective barrier for improved hydration, and helps visibly smooth and calm skin. The formula is non-comedogenic, alcohol-free, oil-free, astringent-free, and fragrance-free and helps to remove leftover residue while helping maintain the skins moisture barrier. This lightweight, leave-on formula can be used as the last step in a cleansing routine to remove residue, so you can start your skincare routine with a clean canvas.</p>
<p class='product-details__description'><strong>Benefits</strong>:&nbsp;</p>
<ul>
<li>Ceramides: Help maintain the protective skin barrier</li>
<li>Hyaluronic acid: Helps retain skin’s natural moisture</li>
<li>Niacinamide: Helps calm the skin</li>
<li>Suitable for normal to dry skin, and sensitive skin</li>
<li>Non-comedogenic, fragrance-free, alcohol-free, oil-free, allergy-tested, and pH-balanced toner for face</li>
<li>Facial toner developed with dermatologists</li>
</ul>
<p><strong>How To Use</strong>:&nbsp;</p>
<ul>
<li>Saturate a cotton pad with the Hydrating Toner</li>
<li>Gently wipe the pad over your skin until it is completely free of any residue left after cleansing</li>
<li>Use after cleansing in the morning and evening to help moisturize and maintain the skin barrier</li>
</ul>","Glamazle","Makeup","Makeup,face,eyeliner","3606000593794","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product//t/o/toner-coming-soon-front-no-sticker-700x875-v1.jpg","50","g","CeraVe"
"CeraVe Anti Aging Face Cream SPF 30 Renewing Day Cream","<p class='product-details__description'>An effective, anti-aging skincare routine begins with sun protection. Using an&nbsp;SPF&nbsp;day cream in the morning&nbsp;(as directed with other sun protection measures) that also contains&nbsp;retinolhelps protect your skin from damage, while improving the appearance of fine lines, wrinkles and rough texture for more radiant skin. Your day cream should be formulated with&nbsp;ceramides&nbsp;to replenish the skin’s natural barrier and help prevent moisture loss—and a non-comedogenic&nbsp;moisturizer&nbsp;that won’t clog pores.</p>
<p class='product-details__description'>CeraVe Skin Renewing Day Cream is a non-comedogenic, anti-aging moisturizer with SPF and encapsulated retinol that is gradually released into your skin, reducing the appearance of fine lines and wrinkles without irritation. Our retinol day cream with Broad Spectrum SPF 30 also provides UVA and UVB protection to help prevent sun-induced signs of aging (when used as directed with other sun protection measures), plus&nbsp;hyaluronic acid, and 3 essential ceramides that work together to lock in skins moisture and help restore your skin’s protective barrier.</p>
<p class='product-details__description'><strong>How To Use</strong>:</p>
<ul>
<li>Apply liberally 15 minutes before sun exposure</li>
<li>Reapply at least every 2 hours</li>
<li>Use a water-resistant sunscreen if swimming or sweating</li>
</ul>
<p class='product-details__description'>&nbsp;</p>","Glamazle","Makeup","Makeup,face,eyeliner","3606000537507","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product//c/e/cerave_skin_renewing_day_cream_17oz_front-700x875-v2.jpg","50","g","CeraVe"
"CeraVe Daily Moisturizing Lotion - 8 fl oz","<p><span style='font-family: verdana, geneva, sans-serif;'>CeraVe Daily Moisturizing Lotion is a lightweight, oil-free&nbsp;moisturizer&nbsp;that helps hydrate the skin and restore its natural barrier. Formulated with 3 essential ceramides that work together to lock in skins moisture and help restore your skin’s protective barrier. MVE technology encapsulates ceramides to ensure efficient delivery within the skin’s barrier and slow release over time. Supporting your protective skin barrier, long after you’ve finish applying. Our daily moisturizer leaves the skin feeling comfortable and is gentle on the skin as it provides 24-hour hydration.</span></p>
<p><span style='font-family: verdana, geneva, sans-serif;'><strong>Benefits</strong>:</span></p>
<ul>
<li><span style='font-family: verdana, geneva, sans-serif;'>Moisturizes and helps restore the skin’s protective barrier</span></li>
<li><span style='font-family: verdana, geneva, sans-serif;'>Lightweight and non-greasy</span></li>
<li><span style='font-family: verdana, geneva, sans-serif;'><strong>MVE Technology</strong>: This patented delivery system continually releases moisturizing ingredients for 24-hour hydration</span></li>
<li><span style='font-family: verdana, geneva, sans-serif;'><strong>Ceramides</strong>: Help restore and maintain the skin’s natural barrier</span></li>
<li><span style='font-family: verdana, geneva, sans-serif;'><strong>Hyaluronic acid</strong>: Helps retain the skin’s natural moisture</span></li>
<li><span style='font-family: verdana, geneva, sans-serif;'>Non-comedogenic, oil-free and fragrance-free</span></li>
<li><span style='font-family: verdana, geneva, sans-serif;'>Developed with dermatologists</span></li>
</ul>
<p><span style='font-family: verdana, geneva, sans-serif;'><strong>How To Use</strong>: Apply liberally as often as needed, or as directed by a physician</span></p>","Glamazle","Makeup","Makeup,face,eyeliner","3606000537736","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product//4/5/450_1.jpg","50","g","CeraVe"
"CeraVe Baby Wash and Shampoo for Tear-Free Baby Bath Time","<p class='product-details__description'>CeraVe Baby Wash &amp; Shampoo was developed with pediatric dermatologists to gently cleanse your baby’s skin and hair with a tear-free, gentle lather that helps make bath time easy and fun. Our gentle baby body wash and baby shampoo is designed to not disrupt baby’s thinner, delicate, skin barrier by combining a fragrance-free, soap-free, tear-free formula with three essential ceramides that leaves skin feeling soft and soothed. Enhanced with&nbsp;hyaluronic acid, vitamin E and three essential ceramides, CeraVe Baby Wash &amp; Shampoo gently cleanses for clean, nourished-looking skin.</p>
<p class='product-details__description'><strong>Benefits</strong>:&nbsp;</p>
<ul>
<li>Developed with pediatric dermatologists, this tear-free, non-irritating baby body wash and baby shampoo is gentle on baby's delicate skin while helping to maintain the skin’s developing protective barrier</li>
<li>Mild body wash and shampoo for baby creates a mild foam as you lather it into skin and rinses clean with no residue to leaving skin feeling hydrated and fresh without stripping essential moisture</li>
<li><strong>Ceramides</strong>: Help restore and maintain the skin’s natural barrier</li>
<li><strong>Hyaluronic acid</strong>: Helps retain the skin’s natural moisture all day</li>
<li><strong>Vitamin E</strong>: Provides soothing and moisturizing benefits</li>
<li>Formula is free of parabens, phthalates, sulfates, dyes and fragrance</li>
</ul>
<p><strong>How To Use</strong>:&nbsp;</p>
<ul>
<li>Wet skin with lukewarm water.</li>
<li>Massage baby wash into skin in a gentle, circular motion.</li>
<li>Rinse. Avoid contact with eyes.</li>
<li>In case of eye contact, rinse immediately and thoroughly.</li>
<li>Keep out of reach of children.</li>
<li>Do not swallow.</li>
</ul>","Glamazle","Makeup","Makeup,face,eyeliner","3606000560192","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product//b/a/baby_wash_and_shampoo_8oz_2021_front-700x875-v1.jpg","50","g","CeraVe"
"CeraVe Healing Ointment Skin Protectant - 12 oz","<p class='product-details__description'><span style='font-family: verdana, geneva, sans-serif;'>Cracked, chafed or extremely dry skin needs special care, and a healing ointment or balm that helps hydrate and soothe the skin can help you get the relief you need. A balm formulated with&nbsp;petrolatum,&nbsp;hyaluronic acid&nbsp;and&nbsp;ceramides&nbsp;provides extra hydration and helps restores the skin’s barrier while helping to temporarily protect and relieve chafed, chapped or cracked skin. When choosing a balm to treat compromised skin, look for one like CeraVe Healing Ointment, which is free from lanolin and fragrance to avoid irritation from these ingredients.</span></p>
<p class='product-details__description'><span style='font-family: verdana, geneva, sans-serif;'>CeraVe Healing Ointment is formulated to temporarily protect, soothe and hydrate skin as it recovers from cracking, chafing and extreme dryness. It is lightweight yet intensely hydrating and features three essential ceramides and hyaluronic acid in a moisturizing base. Our balm is also non-comedogenic, suitable for all skin types, and free of fragrance, dyes and lanolin to minimize the risk of irritation from these ingredients.</span></p>
<p class='product-details__description'><span style='font-family: verdana, geneva, sans-serif;'><strong>How To Use</strong>:&nbsp;</span></p>
<ul>
<li><span style='font-family: verdana, geneva, sans-serif;'>Apply as needed</span></li>
<li><span style='font-family: verdana, geneva, sans-serif;'>Apply before bed to lock in moisture while you sleep for hydration that lasts up to 24 hours</span></li>
</ul>","Glamazle","Makeup","Makeup,face,eyeliner","3606000537644","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product//c/e/cerave_healing_ointment_12oz_with-badge-front_700x875-v2.jpg","50","g","CeraVe"
"CeraVe Makeup Removing Cleanser Balm","<p><span style='font-family: verdana, geneva, sans-serif;'>Makeup-removing cleansing balms offer the best of both worlds: the cleansing efficacy of a balm, with the comfort and convenience of a cleansing cream. Our Makeup Removing Cleanser Balm helps effectively remove longwear makeup, dirt, and excess sebum (oil) from your skin—resulting in a complexion that feels clean and hydrated after use. Cleansing balms are commonly used as the first step in the popular two-step “double cleansing” method.</span></p>
<p><span style='font-family: verdana, geneva, sans-serif;'>CeraVe Makeup Removing Cleanser Balm features a velvety melting balm texture that works to effectively dissolve longwear&nbsp;<a href='https://www.cerave.com/skincare/makeup-removers'>makeup</a>&nbsp;and foundation, with no greasy residue left on the skin. This cleansing balm formula can be used twice daily to help moisturize your skin and leave it feeling soft and comforted—while also helping to maintain your protective skin barrier. Developed with&nbsp;dermatologists&nbsp;and formulated with three essential&nbsp;ceramides&nbsp;and plant-based jojoba oil, this makeup cleansing balm is suitable for all skin types—including&nbsp;dry,&nbsp;oily, or&nbsp;sensitive&nbsp;skin. It’s formulated without alcohol, soap, fragrance, or parabens.</span></p>
<p><span style='font-family: verdana, geneva, sans-serif;'><strong>Benefits</strong>:</span></p>
<ul>
<li><span style='font-family: verdana, geneva, sans-serif;'><strong>Ceramides</strong>: Formulated with three essential ceramides to help maintain the skin’s protective barrier</span></li>
<li><span style='font-family: verdana, geneva, sans-serif;'><strong>Plant-Based Jojoba Oil</strong>: Helps retain skin moisture as you cleanse, leaving your skin feeling nourished with moisture, soft, and comforted long after cleansing</span></li>
<li><span style='font-family: verdana, geneva, sans-serif;'>Suitable for all skin types, including sensitive skin</span></li>
<li><span style='font-family: verdana, geneva, sans-serif;'>Non-comedogenic, soap-free, paraben-free, fragrance-free, alcohol-free, and allergy-tested</span></li>
<li><span style='font-family: verdana, geneva, sans-serif;'>Skin feels hydrated and nourished with moisture</span></li>
<li><span style='font-family: verdana, geneva, sans-serif;'>Easy to rinse off, with no greasy residue on the skin</span></li>
<li><span style='font-family: verdana, geneva, sans-serif;'>Developed with dermatologists</span></li>
</ul>
<p><span style='font-family: verdana, geneva, sans-serif;'><strong>How To Use:</strong>&nbsp;</span></p>
<ul>
<li><span style='font-family: verdana, geneva, sans-serif;'>Scoop up a pearl-sized amount of CeraVe Makeup Removing Cleanser Balm</span></li>
<li><span style='font-family: verdana, geneva, sans-serif;'>Massage gently onto dry skin in a circular motion</span></li>
<li><span style='font-family: verdana, geneva, sans-serif;'>Rinse well and pat dry</span></li>
<li><span style='font-family: verdana, geneva, sans-serif;'>Avoid direct contact with eyes; if contact occurs, rinse thoroughly with water</span></li>
<li><span style='font-family: verdana, geneva, sans-serif;'>Follow with your favorite&nbsp;CeraVe cleanser&nbsp;to complete your double cleansing routine</span></li>
</ul>","Glamazle","Makeup","Makeup,face,eyeliner","3606000582255","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product//m/a/makeup-removing-cleansing-balm-front_primary-700x875-allure-seal-v2.jpg","50","g","CeraVe"
